id,year,school_name,jibun,road,school_code,region_code,graduate,general,characterization,science,foreigner,art,meister,private,public,etc,job,nothing,data_type,created_at,deleted_at,updated_at
515,2016,월곡중학교,서울특별시 성북구 상월곡동  #35-1번지,서울특별시 성북구 장월로 6,B100002281,1129013700,261.0,184.0,55.0,2.0,6.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,총합,2018-04-28 14:11:09.036550,,2018-04-28 14:11:09.036554
516,2016,월곡중학교,서울특별시 성북구 상월곡동  #35-1번지,서울특별시 성북구 장월로 6,B100002281,1129013700,0.0,70.5,21.1,0.8,2.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,통계,2018-04-28 14:11:09.038377,,2018-04-28 14:11:09.038382
517,2016,장위중학교,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,B100002283,1129013800,127.0,52.0,28.0,0.0,0.0,0.0,3.0,31.0,11.0,2.0,0.0,0.0,남,2018-04-28 14:11:10.216211,,2018-04-28 14:11:10.216215
518,2016,장위중학교,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,B100002283,1129013800,131.0,81.0,32.0,0.0,9.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,여,2018-04-28 14:11:10.219386,,2018-04-28 14:11:10.219390
519,2016,장위중학교,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,B100002283,1129013800,258.0,133.0,60.0,0.0,9.0,2.0,6.0,33.0,12.0,3.0,0.0,0.0,총합,2018-04-28 14:11:10.221530,,2018-04-28 14:11:10.221534
520,2016,장위중학교,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,B100002283,1129013800,0.0,51.6,23.3,0.0,3.5,0.8,2.3,0.0,4.7,1.2,0.0,0.0,통계,2018-04-28 14:11:10.223496,,2018-04-28 14:11:10.223500
521,2016,종암중학교,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,B100002284,1129013500,81.0,52.0,12.0,1.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,남,2018-04-28 14:11:11.402680,,2018-04-28 14:11:11.402683
522,2016,종암중학교,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,B100002284,1129013500,158.0,112.0,32.0,0.0,4.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,여,2018-04-28 14:11:11.405776,,2018-04-28 14:11:11.405781
523,2016,종암중학교,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,B100002284,1129013500,239.0,164.0,44.0,1.0,5.0,2.0,5.0,16.0,2.0,0.0,0.0,0.0,총합,2018-04-28 14:11:11.408052,,2018-04-28 14:11:11.408057
524,2016,종암중학교,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,B100002284,1129013500,0.0,68.6,18.4,0.4,2.1,0.8,2.1,0.0,0.8,0.0,0.0,0.0,통계,2018-04-28 14:11:11.410044,,2018-04-28 14:11:11.410048
525,2016,한성여자중학교,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,B100002286,1129011200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남,2018-04-28 14:11:12.594883,,2018-04-28 14:11:12.594887
526,2016,한성여자중학교,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,B100002286,1129011200,181.0,128.0,44.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,여,2018-04-28 14:11:12.596961,,2018-04-28 14:11:12.596965
527,2016,한성여자중학교,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,B100002286,1129011200,181.0,128.0,44.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,총합,2018-04-28 14:11:12.599062,,2018-04-28 14:11:12.599066
528,2016,한성여자중학교,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,B100002286,1129011200,0.0,70.7,24.3,0.0,2.2,0.0,0.0,0.0,0.0,1.7,0.0,0.0,통계,2018-04-28 14:11:12.600867,,2018-04-28 14:11:12.600870
529,2016,홍익대학교사범대학부속중학교,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,B100002287,1129010100,219.0,109.0,29.0,0.0,3.0,0.0,10.0,30.0,36.0,2.0,0.0,0.0,남,2018-04-28 14:11:13.752022,,2018-04-28 14:11:13.752026
530,2016,홍익대학교사범대학부속중학교,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,B100002287,1129010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,여,2018-04-28 14:11:13.755146,,2018-04-28 14:11:13.755158
531,2016,홍익대학교사범대학부속중학교,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,B100002287,1129010100,219.0,109.0,29.0,0.0,3.0,0.0,10.0,30.0,36.0,2.0,0.0,0.0,총합,2018-04-28 14:11:13.769646,,2018-04-28 14:11:13.769650
532,2016,홍익대학교사범대학부속중학교,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,B100002287,1129010100,0.0,49.8,13.2,0.0,1.4,0.0,4.6,0.0,16.4,0.9,0.0,0.0,통계,2018-04-28 14:11:13.772048,,2018-04-28 14:11:13.772052
