id,jibun,road,year,school_code,region_code,graduate,general,characterization,science,foreigner,art,meister,private,public,etc,job,nothing,data_type,created_at,deleted_at,updated_at,school_name
193,서울특별시 성북구 하월곡동 #87-1,서울특별시 성북구 종암로 208,2017,B100005612,1129013600,96.0,55.0,25.0,0.0,0.0,0.0,1.0,12.0,2.0,1.0,0.0,0.0,남,2018-04-20 23:20:45.114227,,2018-04-20 23:20:45.114234,숭곡중학교
194,서울특별시 성북구 하월곡동 #87-1,서울특별시 성북구 종암로 208,2017,B100005612,1129013600,110.0,68.0,30.0,0.0,6.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,여,2018-04-20 23:20:45.117272,,2018-04-20 23:20:45.117276,숭곡중학교
195,서울특별시 성북구 하월곡동 #87-1,서울특별시 성북구 종암로 208,2017,B100005612,1129013600,206.0,123.0,55.0,0.0,6.0,2.0,1.0,12.0,3.0,4.0,0.0,0.0,총합,2018-04-20 23:20:45.119391,,2018-04-20 23:20:45.119395,숭곡중학교
196,서울특별시 성북구 하월곡동 #87-1,서울특별시 성북구 종암로 208,2017,B100005612,1129013600,0.0,59.7,26.7,0.0,2.9,1.0,0.5,0.0,1.5,1.9,0.0,0.0,통계,2018-04-20 23:20:45.121178,,2018-04-20 23:20:45.121182,숭곡중학교
197,서울특별시 성북구 안암동2가 #96-1번지,서울특별시 성북구 인촌로 17가길 46,2017,B100002280,1129012200,128.0,42.0,28.0,0.0,2.0,0.0,0.0,15.0,40.0,0.0,0.0,1.0,남,2018-04-20 23:20:46.294180,,2018-04-20 23:20:46.294184,용문중학교
198,서울특별시 성북구 안암동2가 #96-1번지,서울특별시 성북구 인촌로 17가길 46,2017,B100002280,1129012200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,여,2018-04-20 23:20:46.296725,,2018-04-20 23:20:46.296729,용문중학교
199,서울특별시 성북구 안암동2가 #96-1번지,서울특별시 성북구 인촌로 17가길 46,2017,B100002280,1129012200,128.0,42.0,28.0,0.0,2.0,0.0,0.0,15.0,40.0,0.0,0.0,1.0,총합,2018-04-20 23:20:46.298673,,2018-04-20 23:20:46.298677,용문중학교
200,서울특별시 성북구 안암동2가 #96-1번지,서울특별시 성북구 인촌로 17가길 46,2017,B100002280,1129012200,0.0,32.8,21.9,0.0,1.6,0.0,0.0,0.0,31.3,0.0,0.0,0.8,통계,2018-04-20 23:20:46.300424,,2018-04-20 23:20:46.300427,용문중학교
201,서울특별시 성북구 상월곡동  #35-1번지,서울특별시 성북구 장월로 6,2017,B100002281,1129013700,74.0,35.0,19.0,0.0,0.0,2.0,0.0,10.0,8.0,0.0,0.0,0.0,남,2018-04-20 23:20:47.450148,,2018-04-20 23:20:47.450152,월곡중학교
202,서울특별시 성북구 상월곡동  #35-1번지,서울특별시 성북구 장월로 6,2017,B100002281,1129013700,143.0,105.0,32.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,여,2018-04-20 23:20:47.452724,,2018-04-20 23:20:47.452729,월곡중학교
203,서울특별시 성북구 상월곡동  #35-1번지,서울특별시 성북구 장월로 6,2017,B100002281,1129013700,217.0,140.0,51.0,1.0,3.0,2.0,0.0,11.0,8.0,1.0,0.0,0.0,총합,2018-04-20 23:20:47.454633,,2018-04-20 23:20:47.454637,월곡중학교
